,sentence,intent
755,모레 전북 우비 입어야 하니,weather
756,우비 입을까,weather
757,모레 비 옷 입어야 하니,weather
758,우산 챙길까 말까,weather
759,양주 우산 챙길까,weather
760,울산 우산 챙길까 고민 돼,weather
761,이천 우산 챙겨야 하니,weather
762,날씨 어떠니 좋니,weather
763,광주 비 옷 입을까,weather
764,모레 전북 우비 입어야 하니,weather
765,우비 입을까,weather
766,광주 비 옷 입을까,weather
767,모레 전북 우비 입어야 하니,weather
768,우비 입을까,weather
769,모레 비 옷 입어야 하니,weather
770,우산 챙길까 말까,weather
771,양주 우산 챙길까,weather
772,울산 우산 챙길까 고민 돼,weather
773,이천 우산 챙겨야 하니,weather
774,날씨 어떠니 좋니,weather
775,광주 비 옷 입을까,weather
776,모레 전북 우비 입어야 하니,weather
777,우비 입을까,weather
778,모레 비 옷 입어야 하니,weather
779,우산 챙길까 말까,weather
780,양주 우산 챙길까,weather
781,울산 우산 챙길까 고민 돼,weather
782,이천 우산 챙겨야 하니,weather
783,날씨 어떠니 좋니,weather
784,모레 비 옷 입어야 하니,weather
785,고창 우산 챙길까 말까,weather
786,남원 우산 챙길까,weather
787,완주 우산 챙길까 고민 돼,weather
788,오산 우산 챙겨야 하니,weather
789,날씨 어떠니 좋니,weather
790,이천 이번 주 바람 부니,weather
791,서산 이번 주 눈 오려나,weather
792,완주 오늘 바람 불어,weather
793,다음 주 전주 비 오려나,weather
794,이번 주 서울 눈 오니,weather
795,이번 주 대구 바람 많이 부는지 알려줘,weather
796,부산 이번 주 바람 부니,weather
797,광주 이번 주 눈 오려나,weather
798,울산 이번 주 바람 불어,weather
799,이번 주 인천 날씨 눈 오니,weather
800,이번 주 전주 비 오는지 알려줄래,weather
801,이번 주 강릉 맑아,weather
802,이천 이번 주 바람 부니,weather
803,서산 이번 주 눈 오려나,weather
804,완주 오늘 바람 불어,weather
805,다음 주 전주 비 오려나,weather
806,이번 주 서울 눈 오니,weather
807,이번 주 대구 바람 많이 부는지 알려줘,weather
808,부산 이번 주 바람 부니,weather
809,광주 이번 주 눈 오려나,weather
810,울산 이번 주 바람 불어,weather
811,이번 주 인천 날씨 눈 오니,weather
812,이번 주 전주 비 오는지 알려줄래,weather
813,이번 주 강릉 맑아,weather
814,이천 이번 주 바람 부니,weather
815,서산 이번 주 눈 오려나,weather
816,완주 오늘 바람 불어,weather
817,다음 주 전주 비 오려나,weather
818,이번 주 서울 눈 오니,weather
819,이번 주 대구 바람 많이 부는지 알려줘,weather
820,부산 이번 주 바람 부니,weather
821,광주 이번 주 눈 오려나,weather
822,울산 이번 주 바람 불어,weather
823,이번 주 인천 날씨 눈 오니,weather
824,이번 주 전주 비 오는지 알려줄래,weather
825,이번 주 강릉 맑아,weather
826,부산 이번 주 바람 부니,weather
827,광주 이번 주 눈 오려나,weather
828,울산 이번 주 바람 불어,weather
829,이번 주 인천 날씨 눈 오니,weather
830,이번 주 전주 비 오는지 알려줄래,weather
831,이번 주 강릉 맑아,weather
832,부산 이번 주 바람 부니,weather
833,광주 이번 주 눈 오려나,weather
834,울산 이번 주 바람 불어,weather
835,이번 주 인천 날씨 눈 오니,weather
836,이번 주 전주 비 오는지 알려줄래,weather
837,이번 주 강릉 맑아,weather
838,부산 이번 주 바람 부니,weather
839,광주 이번 주 눈 오려나,weather
840,울산 이번 주 바람 불어,weather
841,이번 주 인천 날씨 눈 오니,weather
842,이번 주 전주 비 오는지 알려줄래,weather
843,이번 주 강릉 맑아,weather
844,부산 이번 주 바람 부니,weather
845,광주 이번 주 눈 오려나,weather
846,울산 이번 주 바람 불어,weather
847,이번 주 인천 날씨 눈 오니,weather
848,이번 주 전주 비 오는지 알려줄래,weather
849,전라북도 눈 오는지 알려줄래,weather
850,전라북도 비 오는지 알려줄 수 있니,weather
851,충청북도 비 올지 알려줄래,weather
852,충청도 비 올지 알아봐줘,weather
853,전라남도 눈 올지 알고싶어,weather
854,경기도 눈 오는지 알 수 있을까,weather
855,강원도 비 오는지 말해 줘주라,weather
856,전라도 비 오는지 말해 줄 수 있니,weather
857,전라남도 날씨 말해 줘주라,weather
858,전라남도 눈 오는지 알려줄래,weather
859,서울 비 올지 말해 줘봐,weather
860,경상북도 눈 오는지 알려줄 수 있니,weather
861,경기도 눈 오는지 알려주세요,weather
862,강원도 눈 올지 말해 줘줘,weather
863,경상도 눈 오는지 알아봐줘,weather
864,경기도 날씨 말해 줘주라,weather
865,충청도 눈 오는지 말해 줘줘,weather
866,충청도 날씨 말해 줘,weather
867,충청북도 비 올지 말해 줄 수 있니,weather
868,경상북도 날씨 말해 줘주라,weather
869,제주도 비 올지 알려주라,weather
870,전라북도 날씨 알려줘,weather
871,전라남도 비 오는지 말해 줘,weather
872,경상북도 날씨 부탁 합니다,weather
873,강원도 눈 오는지 알려주세요,weather
874,제주도 눈 오는지 알려주라,weather
875,충청도 비 오는지 말해 줘주세요,weather
876,충청남도 날씨 말해 줘봐,weather
877,제주도 비 올지 알려줄래,weather
878,전라남도 눈 올지 말해 줘주라,weather
879,충청남도 눈 오는지 말해 줘줘,weather
880,강원도 날씨 부탁 합니다,weather
881,서울 비 오는지 알 수 있을까,weather
882,강원도 눈 오는지 말해 줘줘,weather
883,경상남도 비 올지 알아봐줘,weather
884,충청남도 비 오는지 말해 줄 수 있니,weather
885,전라남도 날씨 알려주라,weather
886,충청도 눈 오는지 알려주라,weather
887,충청남도 비 올지 알아봐줘,weather
888,경상북도 눈 오는지 알려줘,weather
889,경상남도 비 올지 알려줄래,weather
890,경상북도 비 오는지 알려줘,weather
891,충청도 눈 올지 말해 줘주세요,weather
892,경상북도 비 오는지 알려줄 수 있니,weather
893,충청남도 날씨 알려줄 수 있니,weather
894,전라북도 비 오는지 말해 줘,weather
895,전라남도 눈 오는지 말해 줘줘,weather
896,제주도 비 올지 부탁 해,weather
897,충청도 눈 올지 알아봐줘,weather
898,전라남도 비 올지 알 수 있을까,weather
899,강원도 눈 올지 말해 줄 수 있니,weather
900,서울 날씨 알려주라,weather
901,전라도 눈 오는지 알려줄래,weather
902,충청남도 비 올지 부탁 해,weather
903,전라남도 눈 올지 알려줄래,weather
904,충청남도 날씨 알려주라,weather
905,경상도 비 올지 알고싶어,weather
906,경상북도 비 올지 말해 줘,weather
907,충청도 눈 오는지 말해 줘봐,weather
908,경상북도 눈 올지 알 수 있을까,weather
909,경상도 눈 오는지 부탁 해,weather
910,전라도 비 올지 말해 줘,weather
911,전라도 눈 오는지 말해 줘줘,weather
912,경상도 눈 오는지 알려주라,weather
913,충청도 눈 올지 말해 줘,weather
914,서울 눈 오는지 알고싶어,weather
915,전라남도 비 오는지 부탁 합니다,weather
916,전라북도 비 오는지 말해 줘줘,weather
917,서울 눈 오는지 알려줄래,weather
918,충청북도 눈 올지 말해 줘줘,weather
919,경상남도 비 올지 말해 줄 수 있니,weather
920,경상남도 비 올지 말해 줘,weather
921,경상북도 비 오는지 알고싶어,weather
922,제주도 눈 올지 말해 줄 수 있니,weather
923,충청북도 비 오는지 알 수 있을까,weather
924,전라북도 날씨 알려줄 수 있니,weather
925,제주도 눈 오는지 알려줘,weather
926,충청도 눈 올지 말해 줘주라,weather
927,전라북도 비 올지 알려줘,weather
928,충청북도 눈 올지 부탁 합니다,weather
929,충청남도 눈 오는지 알려주라,weather
930,서울 눈 올지 알려주세요,weather
931,경상도 비 오는지 부탁 해,weather
932,경기도 눈 오는지 알려주라,weather
933,경기도 눈 올지 부탁 합니다,weather
934,경상도 날씨 말해 줘봐,weather
935,전라북도 눈 오는지 알고싶어,weather
936,전라북도 눈 오는지 말해 줘주세요,weather
937,경상북도 비 올지 알고싶어,weather
938,강원도 비 오는지 알려줘,weather
939,충청북도 날씨 알려줄 수 있니,weather
940,전라북도 비 올지 말해 줘줘,weather
941,경상남도 눈 오는지 알려주라,weather
942,충청도 눈 오는지 부탁 해,weather
943,전라북도 날씨 말해 줘주세요,weather
944,강원도 비 올지 알려주세요,weather
945,그니까 용산 비 오는지 알려주세요,weather
946,그니까 의성 비 올지 알 수 있을까,weather
947,그니까 화천 눈 오는지 말해 줘,weather
948,그니까 영월 비 오는지 말해 줘,weather
949,그니까 단양 눈 오는지 말해 줘주세요,weather
950,아니 거창 비 오는지 알려줄 수 있니,weather
951,아니 포항 눈 올지 알려줘,weather
952,아니 공주 비 오는지 알 수 있을까,weather
953,아니 금산 눈 올지 말해 줘주라,weather
954,아니 이천 날씨 알려주라,weather
955,아니 수원 비 올지 알 수 있을까,weather
956,ㅇㅇ 나주 날씨 말해 줘,weather
957,ㅇㅇ 양주 눈 오는지 부탁 합니다,weather
958,ㅇㅇ 봉화 눈 오는지 알고싶어,weather
959,ㅇㅇ 포항 날씨 말해 줘줘,weather
960,ㅇㅇ 성주 눈 올지 말해 줘주라,weather
961,ㅇㅇ 하동 비 오는지 부탁 합니다,weather
962,그래 통영 눈 오는지 알려줄래,weather
963,그래 영주 눈 오는지 알고싶어,weather
964,그래 금산 비 올지 알려주세요,weather
965,그래 계룡 비 올지 알고싶어,weather
966,그래 신안 눈 오는지 말해 줄 수 있니,weather
967,그럼 봉화 비 오는지 말해 줘,weather
968,그럼 부안 비 올지 말해 줄 수 있니,weather
969,그럼 논산 눈 올지 말해 줘,weather
970,그럼 인제 비 올지 부탁 해,weather
971,그럼 울진 비 오는지 부탁 합니다,weather
972,그럼 부천 눈 오는지 알고싶어,weather
973,그러면 가평 비 오는지 부탁 합니다,weather
974,그러면 태안 눈 오는지 알려줘,weather
975,그러면 남양주 비 올지 말해 줘주세요,weather
976,그러면 여수 비 오는지 말해 줘주세요,weather
977,그러면 인제 비 올지 말해 줄 수 있니,weather
978,그러면 청양 눈 오는지 알려줄 수 있니,weather
979,그러면 광명 비 오는지 말해 줘,weather
980,서울 눈 올지 알려줄래,weather
981,전라도 비 올지 부탁 해,weather
982,전라남도 눈 오는지 말해 줘봐,weather
983,전라남도 비 오는지 알려줄래,weather
984,경상남도 눈 올지 알려줘,weather
985,경기도 날씨 알려주라,weather
986,제주도 눈 올지 말해 줘봐,weather
987,경상남도 날씨 알아봐줘,weather
988,서울 비 올지 알려줄 수 있니,weather
989,충청북도 눈 오는지 알고싶어,weather
990,경기도 비 올지 알고싶어,weather
991,서울 눈 올지 말해 줄 수 있니,weather
992,서울 비 올지 부탁 해,weather
993,경상북도 눈 올지 알려줘,weather
994,충청도 눈 올지 알 수 있을까,weather
995,제주도 비 오는지 알려줄래,weather
996,경상남도 비 올지 알고싶어,weather
997,충청도 눈 오는지 알려주세요,weather
998,경기도 눈 올지 말해 줘줘,weather
999,경기도 비 오는지 알고싶어,weather
1000,경상북도 비 오는지 말해 줄 수 있니,weather
1001,강원도 비 오는지 말해 줘봐,weather
1002,제주도 날씨 알려줄래,weather
1003,전라도 날씨 알려줄래,weather
1004,전라남도 눈 오는지 알려주라,weather
1005,전라북도 눈 올지 알아봐줘,weather
1006,강원도 눈 오는지 알려줄래,weather
1007,충청남도 날씨 부탁 합니다,weather
1008,경상도 비 오는지 말해 줘주세요,weather
1009,충청남도 눈 오는지 말해 줘주세요,weather
1010,경상도 비 오는지 말해 줘,weather
1011,충청북도 눈 올지 알려줘,weather
1012,충청북도 비 오는지 부탁 합니다,weather
1013,충청남도 비 오는지 말해 줘주라,weather
1014,충청남도 눈 오는지 알려주세요,weather
1015,전라도 눈 올지 말해 줘주라,weather
1016,전라남도 비 올지 알려주세요,weather
1017,강원도 눈 올지 부탁 해,weather
1018,전라도 눈 올지 알아봐줘,weather
1019,전라북도 비 올지 말해 줘주세요,weather
1020,강원도 눈 올지 알고싶어,weather
1021,충청도 비 올지 말해 줘주라,weather
1022,경상도 비 오는지 알려주라,weather
1023,강원도 비 올지 말해 줘봐,weather
1024,경상도 비 오는지 말해 줘주라,weather
1025,경기도 눈 오는지 말해 줘봐,weather
1026,강원도 날씨 말해 줘,weather
1027,충청남도 눈 올지 알고싶어,weather
1028,전라남도 눈 오는지 말해 줘,weather
1029,강원도 날씨 알려줄래,weather
1030,경상남도 눈 오는지 말해 줄 수 있니,weather
1031,경상남도 날씨 알려줄래,weather
1032,전라북도 비 오는지 말해 줘봐,weather
1033,전라북도 비 올지 알려줄 수 있니,weather
1034,충청남도 눈 올지 말해 줘주라,weather
1035,강원도 날씨 말해 줘줘,weather
1036,경상도 날씨 말해 줘주세요,weather
1037,경상남도 날씨 알려주세요,weather
1038,경상남도 비 올지 알 수 있을까,weather
1039,전라남도 비 오는지 알 수 있을까,weather
1040,경상북도 비 오는지 말해 줘주라,weather
1041,전라북도 눈 올지 말해 줘주세요,weather
1042,경상도 눈 오는지 부탁 합니다,weather
1043,제주도 비 오는지 말해 줄 수 있니,weather
1044,전라도 눈 오는지 말해 줘,weather
1045,전라남도 눈 올지 알려줘,weather
